Estação;N;Gumbel;;;;Generalizada de Valores Extremos;;;;;;;;
;;csi;;alpha;;csi;;;alpha;;;kappa;;
;;MOM-L;ML;MOM-L;ML;MOM-L;ML;GEV;MOM-L;ML;GEV;MOM-L;ML;GEV
2049067;35;79,28;79,582;18,175;17,468;78,943;79,478;79,024;17,463;17,403;17,21;-0,042;-0,011;-0,063
2049068;25;76,194;76,711;17,258;15,259;75,155;75,266;75,554;14,824;13,977;14,129;-0,144;-0,181;-0,138
2049071;17;76,574;76,834;12,477;11,966;77,14;77,46;76,27;13,521;12,489;11,573;0,095;0,095;-0,092
2049072;21;79,797;79,529;16,191;18,382;83,126;82,305;79,732;20,783;19,161;18,311;0,387;0,275;0,025
2050001;48;71,544;71,776;19,341;18,744;71,457;71,625;71,213;19,162;18,646;18,441;-0,01;-0,015;-0,058
2050002;53;78,845;79,009;20,715;20,43;79,155;79,178;78,585;21,324;20,538;20,215;0,032;0,015;-0,04
2050003;41;71,711;71,812;20,829;21,228;72,931;73,432;71,795;23,022;22,2;21,223;0,121;0,14;-0,002
2050004;50;71,682;71,733;19,961;20,304;72,593;72,405;71,619;21,64;20,686;20,261;0,095;0,06;-0,011
2050005;42;68,967;69,494;25,536;22,082;66,384;67,457;67,667;18,679;20,31;20,305;-0,265;-0,182;-0,156
2050006;51;72,443;72,533;12,902;12,922;72,643;72,991;72,449;13,296;13,186;12,891;0,034;0,066;-0,013
2050009;43;75,9;75,553;19,654;22,322;79,021;79,375;76,672;24,327;23,546;22,077;0,306;0,316;0,108
2050011;44;70,172;70,41;17,121;16,45;70,193;70,181;69,793;17,163;16,284;16,061;0,003;-0,026;-0,072
2050012;42;79,769;79,897;19,35;19,381;79,896;80,205;79,605;19,603;19,54;19,289;0,014;0,029;-0,03
2050013;37;69,15;69,503;19,153;17,883;68,974;68,506;68,45;18,79;17,026;16,986;-0,02;-0,106;-0,112
2050015;39;73,157;73,511;20,567;18,364;72,26;69,45;71,469;18,557;14,038;15,699;-0,101;-0,475;-0,202
2050019;38;71,633;71,539;15,543;16,993;73,003;73,587;72,002;17,872;17,709;16,921;0,178;0,224;0,058
2050021;36;76,909;77,302;21,126;19,891;76,66;76,722;76,364;20,608;19,444;19,232;-0,026;-0,055;-0,091
2050022;27;72,704;73,134;18,659;17,478;72,531;72,641;72,292;18,301;17,104;16,909;-0,021;-0,053;-0,093
2050024;44;70,54;70,673;20,542;20,323;70,238;70,746;70,233;19,909;20,363;20,155;-0,033;0,007;-0,043
2050025;45;67,274;66,646;20,384;24,993;66,815;67,728;67,292;19,405;24,492;24,456;-0,051;0,081;0,053
2050037;26;77,661;77,697;19,597;20,721;79,743;80,171;77,733;23,021;21,894;20,721;0,212;0,218;0,004
2050045;26;82,323;83,028;27,12;24,5;81,283;81,073;81,387;24,82;22,779;22,971;-0,088;-0,155;-0,128
2050047;19;73,963;74,446;22,175;21,641;74,577;75,499;73,787;23,35;22,31;21,417;0,059;0,09;-0,063
2051007;67;70,02;70,1;16,749;16,839;70,418;70,546;70,04;17,516;17,097;16,814;0,051;0,049;-0,007
2051012;62;70,071;70,185;16,684;16,425;69,971;70,215;69,859;16,478;16,443;16,268;-0,013;0,003;-0,039
2051018;49;77,8;77,758;19,827;20,573;79,153;78,928;77,866;22,215;21,214;20,608;0,14;0,103;0,01
2051032;47;67,281;67,138;16,019;17,463;68,133;68,067;67,465;17,567;17,683;17,439;0,11;0,098;0,038
2051037;32;77,077;77,367;19,049;17,442;75,773;76,326;76,307;15,926;16,74;16,738;-0,166;-0,11;-0,112
2051045;32;71,874;72,181;17,061;16,113;71,477;71,695;71,453;16,214;15,781;15,681;-0,053;-0,056;-0,087
2051046;32;59,755;60,561;26,221;21,733;56,924;56,804;57,989;18,518;17,563;18,165;-0,288;-0,354;-0,206
2052002;44;74,223;74,335;20,438;20,707;74,988;75,226;74,227;21,872;21,198;20,674;0,079;0,079;-0,01
2052003;27;73,494;73,962;22,154;20,855;73,382;73,44;72,963;21,926;20,456;20,175;-0,011;-0,047;-0,093
2052004;36;63,426;63,129;20,031;22,598;64,721;64,765;63,636;22,333;22,778;22,417;0,133;0,135;0,048
2052006;25;68,329;68,412;16,636;17,121;70,148;71,026;68,215;19,611;18,803;17,066;0,217;0,274;-0,024
2053000;38;76,391;76,699;17,44;15,64;75,058;75,476;75,584;14,173;14,677;14,709;-0,189;-0,149;-0,134
2053001;33;69,846;70,046;13,807;13,052;68,848;69,707;69,555;11,391;12,889;12,88;-0,177;-0,049;-0,074
2053004;27;73,048;72,915;16,837;18,589;74,676;74,598;73,146;19,563;19,011;18,525;0,194;0,166;0,027
2054005;42;83,232;83,287;19,019;19,608;84,349;85,285;83,43;21,028;20,779;19,637;0,121;0,189;0,015
2054009;28;84,091;84,626;20,124;17,885;83,17;82,221;83,131;18,048;15,568;16,227;-0,107;-0,269;-0,154
2054014;28;69,961;70,353;17,461;16,309;69,812;69,824;69,519;17,155;15,884;15,689;-0,019;-0,061;-0,099
2054019;29;68,901;68,609;22,221;24,898;72,178;72,751;69,224;27,226;26,328;24,748;0,286;0,305;0,054
2054020;28;75,874;75,991;15,024;15,378;76,808;77,231;75,869;16,692;16,054;15,356;0,128;0,148;-0,017
2054021;35;81,985;82,294;24,206;23,279;81,737;81,88;81,388;23,693;23,007;22,78;-0,023;-0,033;-0,075
2055001;32;85,036;85,698;29,513;27,206;83,67;84,48;84,272;26,43;26,316;26,229;-0,108;-0,085;-0,101
2055002;24;84,361;84,824;23,839;22,898;83,743;84,86;84,054;22,511;22,919;22,597;-0,059;0,003;-0,068
2055003;24;82,14;82,642;17,933;15,988;80,828;81,537;81,609;14,749;15,123;15,149;-0,179;-0,132;-0,122
2055004;32;91,067;91,311;23,002;21,407;89,424;90,235;90,142;19,032;20,709;20,689;-0,175;-0,094;-0,104
2056001;28;85;85,437;21,655;20,612;84,877;85,353;84,657;21,401;20,553;20,187;-0,013;-0,008;-0,075
2056003;29;84,331;84,727;20,724;19,336;83,513;83,832;83,683;18,908;18,704;18,645;-0,091;-0,084;-0,101
2056005;63;96,088;96,303;23,604;23,09;96,276;96,338;95,785;23,977;23,113;22,801;0,017;0,003;-0,043
2056007;19;87,327;87,811;15,791;14,587;86,9;87,461;87,118;14,871;14,342;14,182;-0,061;-0,045;-0,093
2057000;19;90,203;90,548;25,079;26,029;91,555;92,675;90,313;27,533;26,818;26,072;0,112;0,151;-0,02
2057001;31;88,279;88,708;21,809;19,223;86,225;87,009;87,179;16,488;17,852;17,877;-0,242;-0,161;-0,14
2140000;65;58,143;58,243;21,006;21,16;58,627;59,005;58,239;21,942;21,593;21,158;0,049;0,067;0
2141001;45;60,203;60,761;27,588;25,037;58,832;58,732;58,937;24,467;23,31;23,409;-0,117;-0,153;-0,134
2141002;35;68,029;68,523;21,571;19,383;66,948;66,694;67,051;19,107;17,755;17,959;-0,118;-0,183;-0,142
2141003;82;60,285;60,461;16,643;15,878;59,729;60;59,87;15,426;15,575;15,521;-0,077;-0,054;-0,071
2141004;48;68,068;68,029;15,846;16,733;68,829;69,064;68,264;17,244;17,142;16,757;0,1;0,114;0,028
2141005;67;61,911;62,102;14,242;13,362;61,263;61,56;61,485;12,781;12,995;12,969;-0,106;-0,076;-0,088
2141006;80;59,921;60,068;15,677;15,147;59,783;59,765;59,58;15,391;14,939;14,843;-0,02;-0,037;-0,061
2141007;76;68,329;68,435;16,058;15,665;68,098;68,191;67,994;15,574;15,513;15,424;-0,032;-0,029;-0,053
2141014;83;69,341;69,242;21,825;21,49;68,376;68,136;68,098;19,659;20,848;20,859;-0,103;-0,08;-0,084
2141015;53;73,816;74,229;25,394;23,595;72,708;73,06;72,963;22,909;22,732;22,692;-0,102;-0,093;-0,102
2141016;64;75,386;75,412;18,063;18,495;76,346;76,812;75,657;19,807;19,337;18,582;0,11;0,14;0,026
2141017;43;82,375;83,208;36,759;29,264;77,401;78,75;79,309;21,444;23,769;23,748;-0,399;-0,263;-0,205
2141100;54;66,451;66,426;15,177;15,884;66,338;66,796;66,473;14,945;15,964;15,883;-0,016;0,043;0,006
2142000;69;73,705;73,85;19,224;18,904;73,915;74,116;73,563;19,642;19,081;18,75;0,024;0,026;-0,03
2142001;66;76,516;76,811;24,912;23,795;75,986;76,229;75,942;23,787;23,393;23,252;-0,048;-0,046;-0,07
2142002;82;77,354;77,188;18,879;20,079;78,361;77,777;77,443;20,708;20,301;20,139;0,111;0,053;0,024
2142004;69;74,175;74,059;26,259;27,309;73,201;74,337;73,986;24,11;27,377;27,303;-0,085;0,019;-0,005
2142006;66;78,759;79,112;20,465;18,372;77,682;76,806;77,337;17,995;16,146;16,46;-0,124;-0,251;-0,182
2142007;60;70,2;70,285;16,352;16,297;70,639;70,512;70,05;17,193;16,439;16,181;0,057;0,025;-0,028
2142008;58;71,126;71,215;18,8;18,837;70,9;71,333;70,978;18,328;18,891;18,765;-0,027;0,012;-0,025
2142009;38;67,745;68,216;23,799;21,979;66,521;67,154;67,04;20,999;21,221;21,181;-0,121;-0,09;-0,102
2142014;59;52,927;52,835;25,552;26,413;54,363;53,595;52,815;28,146;26,817;26,405;0,116;0,052;-0,001
2142022;76;61,519;61,418;16,248;17,28;61,592;62,126;61,737;16,394;17,463;17,297;0,01;0,077;0,037
2142058;52;75,643;75,827;20,492;20,339;75,36;76,096;75,588;19,899;20,469;20,267;-0,031;0,025;-0,024
2142067;17;67,865;68,626;20,381;17,726;66,179;67,258;67,436;16,17;16,622;16,69;-0,207;-0,149;-0,126
2143000;72;66,623;66,938;17,033;15,009;65,387;64,816;65,266;14,038;12,849;13,076;-0,178;-0,283;-0,207
2143001;76;63,584;63,668;16,228;16,063;63,323;63,608;63,385;15,679;16,031;15,94;-0,036;-0,007;-0,034
2143003;76;73,735;73,604;23,264;24,333;73,957;74,041;73,672;23,704;24,484;24,35;0,021;0,033;0,005
2143005;74;71,242;71,343;20,938;20,399;70,65;70,714;70,589;19,659;20,043;20,016;-0,064;-0,055;-0,067
2143006;67;66,893;66,828;16,773;17,626;67,634;67,604;67,094;18,143;17,945;17,682;0,092;0,081;0,03
2143007;65;66,564;66,341;16,99;18,49;68,785;68,965;67,301;20,485;19,764;18,649;0,256;0,257;0,105
2143008;66;54,96;54,081;20,247;24,165;59,151;57,652;56,132;26,014;25,009;24,134;0,389;0,284;0,177
2143009;59;68,712;68,831;17,388;16,799;68,175;68,229;68,116;16,221;16,433;16,404;-0,071;-0,064;-0,077
2143011;78;71,472;71,526;19,419;19,701;72,007;72,169;71,614;20,441;20,049;19,734;0,059;0,06;0,009
2143013;76;60,602;60,19;16,988;20,311;61,446;61,798;61,295;18,533;20,046;19,787;0,104;0,152;0,113
2143016;67;68,858;69,111;22,729;21,637;68,389;68,335;68,146;21,733;21,075;20,981;-0,046;-0,067;-0,084
2143017;70;77,988;78,129;22,986;22,776;78,145;78,282;77,789;23,299;22,869;22,609;0,015;0,012;-0,029
2143018;60;69,583;69,221;13,11;15,19;71,732;71,073;70,178;16,3;15,618;15,07;0,315;0,223;0,13
2143019;74;68,717;68,666;14,628;15,133;69,567;69,38;68,842;16,158;15,532;15,203;0,12;0,085;0,023
2143020;67;71,164;70,699;19,129;21,91;73,208;72,896;71,882;22,488;22,392;21,804;0,213;0,184;0,109
2143021;57;52,328;51,603;19,735;23,043;56,213;55,679;53,35;25,177;24,357;22,907;0,372;0,321;0,158
2143022;57;66,106;65,647;20,041;23,211;67,094;67,581;66,654;21,85;23,322;22,907;0,103;0,156;0,09
2143062;28;71,977;71,023;18,595;24,582;75,834;76,248;72,415;23,899;23,943;22,879;0,39;0,416;0,14
2144000;51;65,862;66,155;18,82;17,577;65,157;65,431;65,304;17,262;17,037;16,98;-0,086;-0,079;-0,095
2144001;60;63,022;62,977;13,204;13,675;63,336;63,277;62,962;13,81;13,803;13,671;0,051;0,04;-0,002
2144002;63;73,451;73,656;17,803;16,945;72,77;73,083;72,954;16,295;16,569;16,523;-0,088;-0,062;-0,078
2144003;58;68,678;69,086;26,39;22,307;65,47;66,653;66,841;17,163;20,043;19,994;-0,339;-0,2;-0,176
2144004;67;59,709;59,107;18,118;21,862;61,514;60,966;60,326;21,123;21,754;21,407;0,199;0,158;0,114
2144005;71;70,947;71,108;18,27;17,525;70,423;70,51;70,38;17,136;17,131;17,081;-0,065;-0,062;-0,077
2144006;70;68,711;68,83;16,395;16,111;68,275;68,787;68,536;15,456;16,089;15,988;-0,06;-0,005;-0,035
2144007;63;71,825;71,854;20,804;21,347;72,824;73,262;72,123;22,638;22,146;21,436;0,1;0,122;0,025
2144009;62;62,988;62,518;19,386;22,207;65,109;64,762;63,666;22,855;22,701;22,088;0,217;0,185;0,105
2144010;59;64,013;64,211;16,95;16,162;63,493;63,743;63,578;15,822;15,856;15,789;-0,07;-0,054;-0,075
2144016;23;73,498;73,631;18,428;19,431;73,708;75,104;73,617;18,843;19,862;19,435;0,025;0,143;-0,002
2144019;48;68,58;69,076;21,383;18,578;66,932;66,259;67,049;17,337;15,662;16,097;-0,191;-0,309;-0,201
2144020;51;70,546;70,544;18,074;18,505;70,967;70,615;70,292;18,886;18,537;18,428;0,05;0,007;-0,026
2144021;39;62,377;62,651;25,679;24,992;61,353;62,416;61,944;23,404;24,871;24,738;-0,092;-0,017;-0,056
2144022;37;71,344;71,733;16,294;14,41;70,177;70,398;70,599;13,472;13,254;13,333;-0,175;-0,179;-0,146
2144023;38;70,853;70,744;18,66;19,792;70,169;70,972;70,628;17,153;19,805;19,816;-0,084;0,021;-0,012
2144024;39;62,598;63,07;25,68;23,637;61,123;61,701;61,66;22,253;22,643;22,63;-0,137;-0,106;-0,11
2144025;39;77,524;77,665;24,644;25,052;78,145;78,504;77,467;25,836;25,46;25,005;0,054;0,061;-0,016
2144037;36;66,184;66,04;12,935;14,012;66,746;66,626;66,103;13,977;14,173;14,01;0,091;0,076;0,009
2144038;23;66,51;66,759;19,447;18,334;65,029;66,11;65,903;15,821;17,991;17,974;-0,188;-0,065;-0,09
2145001;70;68,826;68,654;18,762;20,275;70,346;70,237;69,404;21,382;20,88;20,379;0,164;0,143;0,074
2145003;43;73,403;73,722;19,218;17,843;72,926;72,475;72,563;18,197;16,768;16,825;-0,056;-0,133;-0,122
2145007;70;69,82;70,107;19,537;17,672;68,345;68,795;68,852;15,929;16,65;16,663;-0,186;-0,141;-0,133
2145008;55;67,386;67,918;22,045;18,814;65,265;65,354;65,839;16,51;16,195;16,363;-0,249;-0,267;-0,199
2145009;59;54,968;54,677;25,2;26,868;57,298;56,639;55,25;29,131;27,865;27,033;0,186;0,131;0,042
2145017;64;64,805;64,954;20,228;19,957;64,755;65,09;64,653;20,125;20,036;19,824;-0,005;0,013;-0,03
2145021;44;70,614;71,033;21,191;18,522;68,735;69,091;69,395;16,41;16,787;16,881;-0,225;-0,203;-0,163
2145022;41;66,34;65,609;16,972;21,628;68,187;68,062;66,823;19,995;21,09;20,615;0,216;0,216;0,125
2145023;38;67,391;67,497;14,7;14,659;67,56;67,694;67,198;15,034;14,771;14,547;0,025;0,025;-0,04
2145024;41;63,636;63,763;19,079;18,246;62,385;62,932;62,845;16,107;17,792;17,795;-0,158;-0,078;-0,089
2145032;38;74,049;74,564;23,64;21,45;73,036;72,648;72,989;21,372;19,767;19,977;-0,1;-0,171;-0,137
2145041;26;72,613;73,108;18,088;16,377;71,932;71,896;72,036;16,583;15,343;15,429;-0,087;-0,141;-0,123
2145042;33;66,916;67,059;20,499;20,845;68,205;68,665;66,901;22,797;21,792;20,801;0,129;0,14;-0,016
2145043;32;67,454;67,561;15,672;15,63;67,891;67,922;67,17;16,508;15,859;15,454;0,059;0,042;-0,049
2145044;33;62,703;63,214;19,373;17,139;61,426;61,49;61,841;16,336;15,583;15,763;-0,159;-0,195;-0,148
2146001;41;67,549;67,365;14,543;16,093;69,198;69,342;67,894;17,22;16,789;16,045;0,225;0,225;0,069
2146002;60;60;59,4;23,273;26,25;60,188;59,764;59,48;23,647;26,282;26,245;0,018;0,024;0,006
2146007;60;64,587;64,721;16,625;15,387;63,385;63,615;63,622;13,714;14,562;14,562;-0,177;-0,12;-0,119
2146009;52;69,95;70,389;21,563;18,548;67,59;68,611;68,758;15,105;16,997;16,984;-0,293;-0,182;-0,16
2146010;58;59,074;59,208;24,787;24,348;59,048;58,81;58,453;24,735;24,098;23,938;-0,002;-0,03;-0,058
2146011;54;63,479;63,522;15,467;15,449;63,621;63,381;63,147;15,748;15,372;15,288;0,02;-0,016;-0,046
2146013;37;66,021;66,094;11,955;11,959;66,947;67,465;65,903;13,562;13,019;11,863;0,158;0,208;-0,032
2146014;62;68,496;68,649;14,391;13,383;67,884;67,666;67,685;13,022;12,592;12,596;-0,099;-0,126;-0,123
2146026;55;68,811;69,161;16,287;14,093;67,435;67,168;67,604;12,828;12,033;12,219;-0,212;-0,285;-0,203
2146027;40;62,917;63,479;20,635;17,261;60,732;60,962;61,532;14,738;14,581;14,762;-0,281;-0,294;-0,202
2146028;43;69,045;69,347;19,103;17,769;68,001;68,613;68,489;16,695;17,274;17,235;-0,13;-0,079;-0,094
2146029;49;73,226;73,262;17,612;17,856;73,945;73,624;73,065;18,951;18,06;17,778;0,086;0,037;-0,021
2146030;40;67,536;67,774;19,116;18,113;66,363;67,149;67,012;16,362;17,797;17,794;-0,147;-0,063;-0,079
2146078;20;71,03;71,115;20,581;21,676;72,937;72,76;70,899;23,797;22,342;21,686;0,186;0,137;-0,021
2146081;23;68,228;67,802;11,355;13,805;70,625;70,098;67,878;14,63;14,008;13,682;0,396;0,244;0,061
2146084;19;71,97;71,906;19,219;20,951;74,538;74,424;71,864;23,239;21,823;20,96;0,261;0,218;-0,004
2147003;54;72,393;72,691;17,779;16,378;71,694;71,573;71,629;16,228;15,453;15,484;-0,091;-0,131;-0,123
2147004;59;68,586;69,055;24,12;21,303;66,636;67,024;67,235;19,279;19,545;19,601;-0,201;-0,181;-0,157
2147007;51;70,805;70,921;15,258;14,998;71,21;71,253;70,592;16,035;15,237;14,812;0,057;0,041;-0,043
2147011;39;70,915;70,979;21,9;22,062;72,03;71,336;70,532;23,936;22,282;21,864;0,106;0,029;-0,039
2147012;55;69,759;69,49;15,811;17,254;71,375;70,599;69,884;18,488;17,694;17,315;0,204;0,116;0,045
2147013;52;71,493;71,757;26,589;24,13;69,118;69,925;69,959;20,534;22,78;22,775;-0,227;-0,129;-0,125
2147014;55;73,133;73,05;21,777;22,848;72,886;73,304;72,975;21,263;22,898;22,847;-0,025;0,02;-0,006
2147016;60;67,598;67,794;15,226;14,461;67,015;67,424;67,27;13,935;14,225;14,168;-0,088;-0,049;-0,071
2147019;47;72,42;72,436;12,524;13,005;72,579;72,967;72,497;12,837;13,203;13,01;0,027;0,076;0,01
2147022;46;67,467;67,397;15,279;16,161;68,242;68,291;67,565;16,694;16,525;16,183;0,105;0,101;0,021
2147027;31;76,165;76,375;18,665;18,645;76,909;77,479;76,075;20,054;19,338;18,541;0,084;0,109;-0,033
2147031;49;75,186;75,771;26,135;22,274;72,41;73,271;73,561;18,635;19,916;19,938;-0,282;-0,208;-0,174
2147034;42;71,26;71,095;14,313;15,946;72,258;72,35;71,537;16,07;16,181;15,846;0,143;0,146;0,058
2147035;40;69,466;69,151;17,461;20,292;71,886;72,828;70,18;21,217;21,157;19,81;0,27;0,342;0,113
2147043;57;73,928;74,265;18,829;16,773;72,326;72,983;73,048;14,8;15,774;15,78;-0,214;-0,145;-0,136
2147054;50;70,668;70,368;14,723;17,129;72,121;72,523;71,274;17,147;17,411;16,777;0,198;0,238;0,114
2147058;41;64,457;64,836;18,243;16,595;63,472;63,598;63,69;15,974;15,583;15,626;-0,128;-0,139;-0,127
2147059;39;75,967;76,266;22,775;21,815;75,673;75,7;75,343;22,162;21,427;21,257;-0,029;-0,048;-0,08
2147068;32;72,837;73,203;21,971;21,031;73,133;73,288;72,414;22,554;21,096;20,544;0,029;0,008;-0,075
2147069;36;53,812;53,877;24,214;24,049;53,315;53,744;53,172;23,158;23,975;23,765;-0,046;-0,01;-0,057
2147071;24;77,342;77,935;18,219;15,779;76,096;75,693;76,541;15,235;13,591;14,164;-0,166;-0,283;-0,16
2147073;38;71,506;71,346;12,322;13,796;72,252;72,195;71,624;13,659;13,879;13,705;0,125;0,114;0,043
2147077;37;89,762;90,268;27,345;24,13;86,909;88,455;88,501;19,686;22,834;22,819;-0,275;-0,131;-0,127
2147092;58;72,907;72,969;15,918;16,003;73,448;73,432;72,844;16,939;16,286;15,946;0,072;0,053;-0,015
2147113;45;68,965;68,804;10,475;11,764;69,297;69,477;69,076;11,104;11,817;11,688;0,067;0,106;0,048
2147117;65;71,054;71,093;17,644;17,873;72,031;72,056;71,148;19,412;18,497;17,898;0,115;0,098;0,006
2147123;67;68,579;68,807;15,983;14,725;67,679;67,861;67,873;13,899;14,004;14,008;-0,134;-0,12;-0,119
2147154;27;70,935;71,53;20,465;17,993;69,303;70,056;70,237;16,425;16,773;16,833;-0,198;-0,157;-0,134
2147165;26;71,27;71,762;17,356;15,364;70,138;70,319;70,592;14,669;14,105;14,244;-0,158;-0,178;-0,139
2148001;64;71,041;71,139;16,239;16,07;71,261;71,24;70,845;16,673;16,134;15,917;0,029;0,012;-0,035
2148007;40;78,57;78,728;23,366;23,608;79,017;79,403;78,5;24,236;23,948;23,548;0,041;0,053;-0,019
2148010;36;71,508;71,728;17,624;16,505;70,357;70,907;70,834;14,892;16,004;15,998;-0,158;-0,088;-0,098
2148012;72;77,602;78,017;24,442;22,077;76,071;76,156;76,304;20,833;20,501;20,556;-0,151;-0,16;-0,145
2148015;72;73,074;73,456;19,594;16,9;71,149;71,608;71,791;14,54;15,154;15,169;-0,255;-0,211;-0,182
2148016;62;76,423;76,568;22,075;21,262;75,683;75,791;75,662;20,457;20,799;20,771;-0,077;-0,065;-0,078
2148020;41;69,488;69,666;14,987;14,655;69,45;69,864;69,352;14,91;14,777;14,522;-0,006;0,025;-0,043
2148021;33;76,196;76,256;14,581;15,115;77,2;77,745;76,294;16,351;15,909;15,119;0,141;0,181;0,005
2148027;35;73,606;73,76;21,488;21,429;73,665;74,211;73,356;21,607;21,68;21,296;0,006;0,039;-0,038
2148028;80;63,273;63,006;21,591;23,899;64,346;64,38;63,826;23,553;24,109;23,839;0,103;0,107;0,069
2148031;38;76,17;76,313;19,496;19,613;76,088;76,563;76,01;19,328;19,723;19,545;-0,009;0,023;-0,03
2148033;70;74,003;74,12;18,089;17,866;74,08;74,297;73,858;18,243;17,976;17,736;0,009;0,018;-0,029
2148034;48;72,54;72,486;15,295;15,625;72,297;72,569;72,258;14,783;15,659;15,571;-0,036;0,01;-0,028
2148036;65;70,353;70,724;18,992;16,863;69,061;68,778;69,115;15,903;15,041;15,208;-0,165;-0,222;-0,174
2148041;69;74,337;74,422;17,321;17,302;74,876;74,848;74,286;18,345;17,576;17,233;0,066;0,045;-0,015
2148043;67;73,441;73,859;25,902;23,815;72,244;72,192;72,261;23,2;22,466;22,497;-0,108;-0,132;-0,125
2148044;55;67,183;67,25;22,671;22,651;67,069;67,261;66,822;22,436;22,657;22,483;-0,011;0,001;-0,036
2148050;38;70,183;70,42;15,982;15,057;70,019;69,596;69,532;15,642;14,367;14,324;-0,023;-0,102;-0,11
2148051;40;73,848;74,107;17,02;16,05;73,523;73,447;73,292;16,334;15,557;15,477;-0,043;-0,076;-0,096
2148060;72;71,701;71,993;20,949;19,492;70,947;70,75;70,763;19,289;18,492;18,499;-0,083;-0,119;-0,118
2148061;73;69,02;69,101;15,137;15,071;69,442;69,428;68,972;15,944;15,285;15,004;0,059;0,04;-0,017
2148078;68;68,322;68,567;25,642;24,744;67,7;68,119;67,8;24,31;24,463;24,323;-0,055;-0,034;-0,06
2148079;31;72,219;72,162;15,174;16,458;72,614;73,29;72,337;15,933;16,688;16,408;0,056;0,129;0,023
2148106;70;76,691;77,07;24,606;20,671;73,797;74,381;74,672;16,423;17,954;17,964;-0,323;-0,24;-0,201
2148121;32;71,524;71,862;15,794;13,818;70,434;68,751;70,281;13,179;10,442;11,687;-0,168;-0,477;-0,199
2148122;29;74,308;74,394;15,721;16,024;74,351;74,866;74,17;15,806;16,226;15,994;0,006;0,054;-0,028
2148123;42;74,773;75,016;17,82;17,009;74,812;74,492;74,214;17,898;16,602;16,431;0,005;-0,057;-0,089
2148124;36;72,552;73,237;24,38;19,586;69,406;70,122;70,781;15,008;15,917;15,992;-0,37;-0,326;-0,22
2148126;40;64,585;64,987;16,505;14,383;63,237;63,297;63,655;13,148;12,771;12,927;-0,204;-0,231;-0,17
2148160;51;77,501;77,549;13,943;14,252;77,551;78,068;77,567;14,043;14,476;14,256;0,008;0,068;0,002
2148164;27;71,08;71,658;19,386;16,938;69,651;69,908;70,306;15,91;15,356;15,554;-0,181;-0,202;-0,147
2148166;22;74,983;75,098;17,339;17,971;76,431;76,647;74,895;19,822;18,738;17,953;0,169;0,156;-0,024
2148167;34;65,242;65,504;17,309;16,771;65,414;65,644;64,984;17,65;16,867;16,498;0,022;0,015;-0,061
2148168;26;71,092;71,235;12,107;12,216;71,685;72,092;71,058;13,192;12,705;12,175;0,102;0,129;-0,03
2148169;26;69,655;70,296;24,539;22,365;68,473;69,078;69;21,858;21,424;21,388;-0,113;-0,103;-0,111
2148173;23;70,471;69,523;23,929;31,242;73,759;75,075;70,853;29,043;30,047;29,341;0,268;0,35;0,108
2149001;58;69,373;69,563;19,352;18,849;69,423;69,669;69,137;19,454;18,919;18,616;0,006;0,011;-0,045
2149002;40;72,59;72,691;18,104;18,16;73,646;73,379;72,391;20,004;18,618;18,017;0,121;0,069;-0,033
2149003;53;66,083;66,298;17,724;16,876;65,621;65,713;65,556;16,732;16,477;16,412;-0,059;-0,064;-0,083
2149005;59;70,086;70,083;19,706;20,186;69,933;70,31;69,956;19,391;20,267;20,162;-0,017;0,021;-0,012
2149006;64;71,155;71,262;22,668;21,778;70,145;70,259;70,176;20,397;21,156;21,143;-0,104;-0,08;-0,088
2149007;67;74,132;74,374;24,446;23,368;73,721;73,522;73,34;23,581;22,768;22,686;-0,038;-0,067;-0,083
2149008;64;69,164;69,098;16,06;16,731;69,752;69,767;69,236;17,164;17,041;16,769;0,077;0,073;0,016
2149017;64;70,407;70,741;20,078;17,869;68,697;69,243;69,307;15,774;16,638;16,638;-0,214;-0,15;-0,141
2149018;49;78,2;78,405;17,307;16,104;77,992;76,033;77,031;16,875;13,815;14,639;-0,027;-0,295;-0,159
2149021;67;74,331;74,269;16,298;17,241;75,219;75,436;74,713;17,908;17,731;17,319;0,113;0,125;0,052
